Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,190,180,170,160,170,190,220,270,330,410,410,420,430,470,500,520,540,600,670,720,770,810,890,970,980,970,970,1020,1080
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,180,200,250,310,400,400,320,250,190,180,180,230,280,300,290,290,270,250,250,260,280,310,350,390,430,550,680,850,830,800,820,830,790,740,750,780
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1610,1520,1420,1230,1000,920,860,890,850,760,700,730,790,980,1270,1540,1950,2590,3210,2840,2980,3110,3500,3800,3560,2700,2370,2380,2800,3370
Upper middle income,UMC,,,,,,,222.5789836,220.6537756,228.6678287,249.1678523,270.7388767,287.1664295,310.8865434,379.0517797,470.0793725,556.2016097,575.8131027,600.8892959,647.5244583,750.612485,850.3329237,911.0662343,898.2982559,833.4571989,829.8085757,852.8044239,899.3122904,958.5122625,1003.305237,1020.549561,1100.77474,1235.668835,1317.765904,1388.887771,1452.93453,1570.511673,1719.677751,1840.07574,1767.490018,1721.339023,1799.355945,1814.447741,1847.327983,2010.93443,2345.676936,2754.526237,3232.799282,3863.471676,4606.061745,4972.070913,5624.826325,6321.976412,7242.433502,7898.029116,8186.742707,7957.810331,7780.084957,7943.940535,8540.75553,9050.390944
Uruguay,URY,,,580,610,660,680,720,640,610,670,820,850,870,1060,1370,1620,1490,1420,1630,2150,2870,3650,3290,2190,1740,1510,1780,2210,2600,2730,2840,3180,3830,4350,5040,5530,6160,6970,7240,7260,7060,6500,5140,4250,4130,4720,5390,6390,7710,8810,10440,12060,13370,15320,15830,15640,14980,15150,15910,16230
United States,USA,,,3280,3410,3610,3880,4190,4370,4740,5070,5230,5620,6280,7290,7980,8510,8960,9590,10760,12200,13380,14360,14220,14570,16210,17460,19110,21390,23490,23770,24060,24270,25680,26390,27650,29040,30270,31270,32030,33670,35960,36710,37310,39770,43510,46190,47880,48500,48980,47730,48990,50570,52770,53950,55860,56750,57210,59080,63170,65850
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,590,570,580,600,610,620,650,630,560,450,420,460,530,610,770,980,1150,1370,1650,2020,2270,2470,2600,2660,2350,2020,1800
St. Vincent and the Grenadines,VCT,,,180,160,170,180,180,170,190,190,210,220,300,310,340,370,390,460,560,710,830,960,1030,1090,1200,1330,1450,1660,1950,2030,2110,2230,2540,2680,2640,2890,3000,3070,3190,3310,3470,3650,3950,4380,4730,4960,5470,5910,6260,6320,6090,6130,6400,6560,6390,6560,6800,6970,7340,7460
"Venezuela, RB",VEN,,,960,990,950,890,820,840,900,910,980,1010,1120,1340,1720,2140,2470,2600,2790,3180,3610,4100,4050,3780,3640,3520,3610,3350,3400,2560,2670,2690,2870,2850,2740,3040,3100,3470,3420,3570,4120,4600,3990,3490,4110,4980,6130,7630,9400,10380,11810,11980,12710,11970,13080,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,130,110,130,160,190,250,300,330,340,360,410,430,450,500,580,630,720,840,980,1010,1250,1370,1540,1720,1880,1970,2080,2130,2380,2590
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,940,840,800,900,930,980,890,990,1110,1240,1120,1150,1150,1210,1240,1330,1390,1450,1430,1430,1370,1230,1360,1590,1780,1990,2140,2530,2610,2710,2870,2950,3180,3120,2910,2850,2880,3120,3210
World,WLD,,,484.3907826,511.3269582,547.9060787,589.7019095,632.4672518,659.6860959,708.1186009,763.9055478,805.907356,867.6315579,976.1532003,1180.406605,1382.19485,1546.707695,1623.127009,1719.183346,1928.901326,2277.747581,2608.265554,2712.120529,2581.331538,2451.284692,2497.143984,2578.254462,2842.881079,3315.771423,3914.024761,4061.707727,4212.675225,4360.709339,4672.594351,4751.220171,4944.44575,5243.459963,5493.254725,5532.292797,5302.214456,5311.881806,5496.576799,5473.783254,5431.913466,5831.973367,6643.362609,7361.032732,7853.283349,8370.515334,8961.692194,8991.95017,9422.42764,9909.264852,10503.65725,10883.82446,11005.44622,10671.35892,10410.19742,10473.33138,11151.62516,11566.22423
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,510,480,500,530,550,580,570,540,,,,,,,,,,,1520,1660,1990,2320,2560,2850,3060,3030,3230,3520,3660,3800,3820,3960,4110,4060,4020,4190
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,2270,2470,2690,3070,3290,3420,3640,3780,3960,4020,4010,3970,3970,4340,4660
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,460,380,320,300,330,370,380,430,480,520,550,610,700,810,890,1010,1100,1200,1080,1260,1440,1460,1200,1150,1070,940,
South Africa,ZAF,,,460,490,520,560,590,650,690,740,800,870,920,1110,1400,1610,1560,1500,1610,1940,2500,2880,2770,2520,2460,2130,1990,2210,2670,2830,2860,3000,3250,3380,3510,3640,3660,3600,3230,3130,3070,2860,2670,2920,3720,4990,5630,5910,5980,5850,6190,6990,7570,7350,6760,6050,5470,5410,5750,6040
Zambia,ZMB,,,190,190,210,270,280,330,370,410,450,440,440,450,580,590,570,500,490,510,610,690,610,500,420,340,250,260,330,400,430,390,360,380,350,380,400,400,360,350,330,350,360,410,460,560,720,900,1180,1280,1340,1420,1690,1760,1800,1580,1370,1300,1440,1430
Zimbabwe,ZWE,,,270,270,260,280,280,300,300,340,400,410,450,530,670,730,710,650,650,730,900,1060,1040,960,830,740,690,700,810,840,860,850,700,640,630,620,690,700,620,570,510,540,490,440,450,460,440,420,330,420,630,920,1110,1210,1260,1280,1290,1360,1530,1390
